Year,Planting.date,Unit ,Plot,Species,Number,Soil,Slash,VSMxtree,HT.cm.initial,RCD.mm.initial
2020,5/17/21,14,7,BELE,13,U,3,33.2,36,3.4
2020,5/17/21,14,7,BELE,14,U,1,10.4,41,4.5
2020,5/17/21,14,7,BELE,15,U,0,22.3,57,5.5
2020,5/17/21,14,7,BELE,16,U,3,26.7,37,4.5
2020,5/17/21,14,7,BELE,17,U,1,25,37,5.6
2020,5/17/21,14,7,BELE,18,U,1,33.2,44,5
2020,5/17/21,14,7,BELE,19,U,0,17.5,40,5.9
2020,5/17/21,14,7,BELE,20,U,2,24.6,31,3.5
2020,5/17/21,14,7,CACO,1,U,4,20,19,2.9
2020,5/17/21,14,7,CACO,2,U,3,29.2,21,3.9
2020,5/17/21,14,7,CACO,3,U,3,23,21,5.5
2020,5/17/21,14,7,CACO,4,U,2,29.5,25,2.8
2020,5/17/21,14,7,CACO,5,U,2,25,26.5,3.9
2020,5/17/21,14,7,CACO,6,U,2,23.1,25.5,3
2020,5/17/21,14,7,CACO,7,U,2,26.7,16,2
2020,5/17/21,14,7,CACO,8,U,0,17,20,2.5
2020,5/17/21,14,7,CACO,9,U,2,26.2,20,3.2
2020,5/17/21,14,7,CACO,10,U,1,33.4,35,4
2020,5/17/21,14,7,CACO,11,U,3,26.4,20,3.2
2020,5/17/21,14,7,CACO,12,U,1,27.5,32,3
2020,5/17/21,14,7,CACO,13,U,1,24.7,28,5
2020,5/17/21,14,7,CACO,14,U,2,33.7,21,4.7
2020,5/17/21,14,7,CACO,15,U,3,11.3,24,3.1
2020,5/17/21,14,7,CACO,16,U,1,23.1,31,4.5
2020,5/17/21,14,7,CACO,17,U,0,12.2,19,3.5
2020,5/17/21,14,7,CACO,18,U,4,16.5,26.5,4.5
2020,5/17/21,14,7,CACO,19,U,4,20,30.5,3
2020,5/17/21,14,7,CACO,20,U,4,25.4,20.5,2.5
2020,5/17/21,14,7,QURU,1,U,4,25.2,35.5,4
2020,5/17/21,14,7,QURU,2,U,4,16,33,4.9
2020,5/17/21,14,7,QURU,3,U,0,14.9,42,6.5
2020,5/17/21,14,7,QURU,4,U,1,26.5,40,5.5
2020,5/17/21,14,7,QURU,5,U,1,15.5,33,4.1
2020,5/17/21,14,7,QURU,6,U,1,24.3,34.5,6.5
2020,5/17/21,14,7,QURU,7,U,2,25.2,44,8
2020,5/17/21,14,7,QURU,8,U,1,33.7,43,5.5
2020,5/17/21,14,7,QURU,9,U,4,23.3,33,9.8
2020,5/17/21,14,7,QURU,10,U,4,25.7,40.5,6.5
2020,5/17/21,14,7,QURU,11,U,3,15.1,42.5,4.5
2020,5/17/21,14,7,QURU,12,U,1,18.5,33,7
2020,5/17/21,14,7,QURU,13,U,1,16.2,44.5,6.5
2020,5/17/21,14,7,QURU,14,U,3,24.6,38.5,6.1
2020,5/17/21,14,7,QURU,15,U,1,21.1,41,7.9
2020,5/17/21,14,7,QURU,16,U,1,13.1,33,4.9
2020,5/17/21,14,7,QURU,17,U,,28.1,,
2020,5/17/21,14,7,QURU,18,U,1,12.5,33,9.5
2020,5/17/21,14,7,QURU,19,U,4,13.3,40,6
2020,5/17/21,14,7,QURU,20,U,1,14.6,35.5,5
2020,5/17/21,14,7,TIAM,1,U,2,29.4,24.5,3
2020,5/17/21,14,7,TIAM,2,U,1,29.2,28,4
2020,5/17/21,14,7,TIAM,3,U,1,21.1,20.5,4
2020,5/17/21,14,7,TIAM,4,U,1,34.9,24,3.3
2020,5/17/21,14,7,TIAM,5,U,2,35.7,18.5,3.2
2020,5/17/21,14,7,TIAM,6,U,3,22.3,20.5,2
2020,5/17/21,14,7,TIAM,7,U,2,16.5,28,5
2020,5/17/21,14,7,TIAM,8,U,4,22.6,24,4
2020,5/17/21,14,7,TIAM,9,U,4,17.7,17,1.5
2020,5/17/21,14,7,TIAM,10,U,3,24.1,27.5,5
2020,5/17/21,14,7,TIAM,11,U,2,23.3,29.5,5.8
2020,5/17/21,14,7,TIAM,12,U,1,20.2,29,6
2020,5/17/21,14,7,TIAM,13,U,0,16.8,22.5,2.7
2020,5/17/21,14,7,TIAM,14,U,1,19.7,30,2.5
2020,5/17/21,14,7,TIAM,15,U,2,26.1,24,5.7
2020,5/17/21,14,7,TIAM,16,U,2,23.6,32,5.5
2020,5/17/21,14,7,TIAM,17,U,1,23.8,23,4.2
2020,5/17/21,14,7,TIAM,18,U,1,28.1,21.5,3
2020,5/17/21,14,7,TIAM,19,U,2,31.3,28,5.5
2020,5/17/21,14,7,TIAM,20,U,1,28.5,29.5,3.5
